production_id,branch_id,branch_name,production_type,good_used,quantity_used (tons),carbon_emission (tons CO2),water_usage (liters),waste_generated (tons)
1179,1002,Watson-Parsons,Electronics,Glass,3191.27,7814.08,27308931.81,1421.09
1180,1002,"Baker, Gallegos and Ford",Electronics,Aluminum,4679.85,12716.08,42869555.08,529.41
1181,1004,Lane-Thompson,Pharmaceuticals,Cotton,1673.24,1208.91,6217264.71,573.29
1182,1006,"Oliver, Mccormick and Miller",Automobile Parts,Wheat,1056.46,853.25,5670952.86,137.39
1183,1003,Casey and Sons,Electronics,Glass,1034.85,2552.79,2488315.13,122.44
1184,1001,"Harrell, Blevins and Mendoza",Pharmaceuticals,Wheat,3584.18,7506.11,12274229.29,1380.38
1185,1009,Fernandez-Brown,Furniture,Cotton,4576.46,5894.88,23040050.82,1207.0
1186,1000,Fernandez PLC,Furniture,Plastic,2117.6,1592.53,7377419.24,482.35
1187,1009,Floyd and Sons,Chemicals,Wheat,428.34,351.34,3721072.12,79.94
1188,1003,"Villarreal, Reyes and Edwards",Pharmaceuticals,Aluminum,842.17,1914.6,7632486.56,419.81
1189,1003,"Smith, Harris and Boyd",Furniture,Plastic,1849.46,2891.57,3126877.11,188.68
1190,1006,"Alvarado, Romero and Arroyo",Automobile Parts,Timber,4905.95,13040.11,46331382.46,1138.77
1191,1010,"Roy, Ashley and Jones",Chemicals,Cotton,530.84,1033.39,1535859.66,135.06
1192,1001,"Campbell, Perez and Trujillo",Electronics,Petroleum Products,3648.43,4770.27,25000006.87,814.9
1193,1003,"Carrillo, Sanders and Walter",Furniture,Plastic,3885.31,6507.57,26140976.37,870.0
1194,1010,Williams-Love,Chemicals,Glass,1126.77,1577.65,6777529.76,125.62
1195,1009,"Bowers, Love and Smith",Automobile Parts,Wheat,2303.89,1609.59,17268596.66,600.41
1196,1009,Eaton LLC,Textile,Aluminum,3216.98,2270.99,8329726.69,1164.34
1197,1009,"Jordan, White and Dawson",Textile,Cotton,4491.19,9435.23,18240786.86,1177.67
1198,1005,Cook-Brown,Electronics,Steel,221.71,566.6,1096793.13,58.9
1199,1007,"Hoffman, Rodriguez and Mcdonald",Textile,Plastic,70.21,122.89,692374.27,31.7
1200,1006,Myers and Sons,Automobile Parts,Aluminum,2236.81,5748.17,10816897.77,225.71
1201,1005,"Vega, Hunt and Garcia",Pharmaceuticals,Plastic,4525.29,2390.87,9406227.73,1978.32
1202,1005,Oneal-Gordon,Furniture,Steel,784.8,2194.88,957537.2,335.42
1203,1006,Edwards Ltd,Furniture,Steel,4913.9,5337.48,10943575.52,1843.08
1204,1009,"Mason, Warren and Smith",Furniture,Glass,1464.4,1117.31,13315818.92,557.57
1205,1009,Johnson and Sons,Automobile Parts,Cotton,4263.2,8792.05,25577132.88,1116.1
1206,1001,Walker PLC,Food Processing,Timber,3621.56,4877.29,4794127.87,401.68
1207,1007,"Massey, Mitchell and Bennett",Food Processing,Timber,811.02,534.51,7467824.01,120.4
1208,1005,Kane Inc,Electronics,Aluminum,2838.47,8120.64,23046639.47,562.43
1209,1006,"Miller, Taylor and Gardner",Furniture,Petroleum Products,2461.23,4342.75,24056350.47,1213.33
1210,1009,"Lane, Francis and Dennis",Electronics,Steel,2918.35,1800.82,22371418.57,1314.25
1211,1004,White-Russell,Textile,Plastic,3175.13,2807.74,9285560.6,564.52
1212,1001,"Powers, Thompson and Miller",Electronics,Steel,831.59,2024.86,3786865.18,259.37
1213,1004,Schultz PLC,Automobile Parts,Petroleum Products,1501.68,2396.35,14390718.16,283.67
1214,1007,"Bryan, Thompson and Randall",Automobile Parts,Steel,671.91,457.12,1649390.14,85.0
1215,1010,Butler and Sons,Electronics,Petroleum Products,208.68,279.7,724035.26,77.08
1216,1006,"Allison, Jones and Copeland",Food Processing,Aluminum,412.32,931.75,3961304.79,53.47
1217,1004,Cruz and Sons,Automobile Parts,Wheat,4062.01,9917.11,21553778.29,539.97
1218,1008,Richard-Rodriguez,Automobile Parts,Petroleum Products,262.44,279.33,870106.51,46.48
1219,1002,Meyer-Watson,Automobile Parts,Glass,2719.8,3051.29,16278093.64,320.59
1220,1004,Shields-Lopez,Automobile Parts,Aluminum,3364.94,7839.85,29320516.35,1230.06
1221,1004,Shepard Inc,Chemicals,Petroleum Products,1848.85,2346.15,8674529.58,656.6
1222,1003,Houston-Andrews,Chemicals,Glass,2290.23,6064.64,15103334.39,461.45
1223,1010,Howard-Cole,Pharmaceuticals,Steel,3498.01,1869.25,19484694.86,1294.03
1224,1006,Horton LLC,Automobile Parts,Cotton,1293.98,2264.66,11982902.86,511.03
1225,1003,"Fisher, Jenkins and Harris",Textile,Timber,2705.45,3550.78,6713797.4,300.35
1226,1000,Davis and Sons,Chemicals,Plastic,2884.7,1580.53,10254132.06,303.52
1227,1001,"Watkins, Pruitt and Taylor",Textile,Aluminum,1653.28,1958.72,15847831.98,574.11
1228,1007,Yang LLC,Electronics,Timber,1277.62,1890.84,6323546.88,406.7
1229,1009,Thomas Ltd,Automobile Parts,Aluminum,841.1,437.03,1993555.68,343.44
1230,1008,"Harmon, Mendez and Johnston",Food Processing,Glass,3839.6,8989.98,25526939.36,1642.8
1231,1001,Martinez LLC,Chemicals,Petroleum Products,367.47,828.88,716036.92,123.27
1232,1001,Garcia PLC,Textile,Glass,4765.38,7549.36,43451597.68,2247.1
1233,1008,White PLC,Automobile Parts,Steel,4005.06,4807.41,35981824.62,1595.67
1234,1008,Bates-Elliott,Furniture,Cotton,620.99,1458.71,4631995.25,94.63
1235,1003,"Hartman, Smith and Valdez",Furniture,Plastic,1293.02,2565.61,10202676.02,384.42
1236,1009,"French, Larson and Padilla",Chemicals,Glass,808.58,1919.98,6137108.43,145.34
1237,1010,Crawford-Espinoza,Furniture,Steel,3482.23,4083.32,32126585.36,1084.13
1238,1003,Guerrero-Smith,Chemicals,Aluminum,3493.52,8977.63,19131520.58,1242.84
1239,1004,Washington-Arnold,Electronics,Plastic,4226.17,5718.46,5006749.44,872.0
1240,1005,Anderson LLC,Electronics,Aluminum,3956.52,10839.76,25699118.99,596.34
1241,1008,"Griffin, Escobar and Mendez",Pharmaceuticals,Timber,4415.75,5624.19,31291498.07,1199.51
1242,1010,Ortiz-Shannon,Food Processing,Plastic,995.13,1069.64,5164810.86,451.34
1243,1008,"Brewer, Brown and Mendoza",Automobile Parts,Steel,4165.18,10818.35,27374936.22,1382.93
1244,1009,Blanchard Ltd,Electronics,Cotton,167.03,140.44,1444474.72,37.2
1245,1005,Ellis Ltd,Electronics,Petroleum Products,4983.89,6524.16,19475461.56,2163.08
1246,1008,"Donovan, Moore and Mercado",Electronics,Cotton,1162.04,2571.83,11054843.38,374.58
1247,1004,"Long, Ruiz and Price",Pharmaceuticals,Glass,272.65,479.19,1705020.55,89.6
1248,1006,Clark-Arroyo,Food Processing,Cotton,827.14,2365.39,6608238.48,354.06
1249,1008,"Long, Burton and Landry",Electronics,Petroleum Products,3831.36,4608.82,19740805.0,1852.73
1250,1003,Henry-Becker,Furniture,Petroleum Products,2591.4,6986.99,18084539.76,356.35
1251,1008,"Estrada, Cline and Rodriguez",Chemicals,Plastic,2085.99,5870.47,4509070.15,846.7
1252,1000,Foley-Powell,Furniture,Glass,762.81,718.45,7379725.68,97.49
1253,1003,White-Jenkins,Pharmaceuticals,Petroleum Products,3920.26,7151.15,8785404.84,1139.39
1254,1000,Gomez Inc,Pharmaceuticals,Glass,78.7,230.26,729325.75,10.71
1255,1002,Evans-Wilson,Electronics,Cotton,3836.2,5679.7,25569102.49,1903.33
1256,1010,"Willis, Marshall and Taylor",Food Processing,Plastic,741.48,860.53,3291857.72,172.72
1257,1008,Mendoza-Davidson,Pharmaceuticals,Glass,1277.77,3593.74,5409922.74,185.09
1258,1000,Bartlett-Fischer,Electronics,Petroleum Products,4664.63,9476.14,41050319.19,1887.14
1259,1007,"Martinez, Johnson and Adams",Electronics,Glass,560.18,654.66,2503803.94,96.74
1260,1003,Luna-Fernandez,Pharmaceuticals,Steel,699.72,964.18,4584020.81,113.86
1261,1007,Nguyen-Thomas,Pharmaceuticals,Cotton,4978.46,3754.31,38619645.8,1555.77
1262,1005,Wolfe and Sons,Food Processing,Petroleum Products,2868.25,7092.64,11819354.69,1322.17
1263,1007,"Davis, Alvarado and Briggs",Pharmaceuticals,Steel,3610.52,9624.21,35334283.72,1425.33
1264,1000,Gonzalez LLC,Textile,Glass,495.87,841.77,4309507.62,149.68
1265,1000,"Jones, Smith and Blackburn",Automobile Parts,Petroleum Products,2620.12,5915.79,4490221.03,1168.91
1266,1006,Freeman-Cox,Pharmaceuticals,Plastic,173.18,186.42,527269.43,52.49
1267,1009,Curtis-Warren,Electronics,Aluminum,572.94,1160.75,5149970.67,175.18
1268,1005,Johnson-Lee,Furniture,Cotton,1178.04,1610.53,2484279.57,232.91
1269,1005,Valdez-Hopkins,Food Processing,Cotton,95.96,131.96,249868.73,12.55
1270,1010,Alvarez-Johnson,Textile,Steel,3306.73,5049.67,5220216.07,1080.77
1271,1009,Williams-Pierce,Pharmaceuticals,Timber,1646.87,2757.8,14220964.51,293.81
1272,1009,"Vincent, Baldwin and Moore",Textile,Wheat,2163.75,1812.62,13082993.98,683.19
1273,1008,Knapp-Lane,Furniture,Plastic,4564.22,11531.52,23736653.6,1063.46
1274,1009,Snyder-Anderson,Automobile Parts,Petroleum Products,970.81,835.1,2870817.62,439.42
1275,1004,Duran-Singleton,Pharmaceuticals,Wheat,3553.69,4195.55,30756434.42,399.09
1276,1000,"Bryan, Flores and Jones",Electronics,Petroleum Products,1401.15,897.31,4939176.03,153.42
1277,1010,"Skinner, Fields and Russo",Food Processing,Cotton,4489.65,6991.48,30856816.9,1085.11
1278,1009,Ford Ltd,Pharmaceuticals,Aluminum,2666.58,1963.67,23114796.24,823.01
1279,1001,"Jackson, Brewer and Merritt",Electronics,Cotton,3647.61,8083.17,26343010.23,392.35
1280,1008,Robinson-Sullivan,Automobile Parts,Timber,886.03,2025.2,1815778.8,147.4
1281,1006,Hall Inc,Food Processing,Petroleum Products,2429.19,5117.81,10287252.9,985.71
1282,1004,"Simpson, Alexander and Jones",Pharmaceuticals,Timber,760.7,2280.61,3322216.94,339.95
1283,1009,Kline LLC,Pharmaceuticals,Petroleum Products,4455.79,9855.28,31353902.44,634.58
1284,1000,Green-Armstrong,Food Processing,Wheat,2955.69,7602.51,9368576.02,1303.69
1285,1000,"Larson, Davis and Reid",Food Processing,Glass,4520.25,6701.64,21543012.67,520.81
1286,1007,Bell LLC,Textile,Petroleum Products,1608.06,4618.06,8136179.89,621.42
1287,1003,Burns Ltd,Electronics,Plastic,896.67,2525.53,4050362.48,200.47
1288,1005,Figueroa-Reid,Furniture,Petroleum Products,1117.57,1022.27,8605138.21,323.49
1289,1003,Navarro Ltd,Textile,Timber,581.34,1064.51,2328346.77,175.94
1290,1009,Young PLC,Chemicals,Cotton,1933.86,2874.07,3962176.45,737.1
1291,1009,Nelson Group,Chemicals,Plastic,3929.67,6543.76,36974118.32,1166.99
1292,1010,Frazier-Garcia,Food Processing,Steel,130.13,288.02,447267.38,32.01
1293,1004,Smith Group,Automobile Parts,Plastic,2724.48,4626.73,23556691.74,1195.57
1294,1003,"Acevedo, Vasquez and Webster",Chemicals,Timber,768.55,1021.42,7231405.74,224.45
1295,1007,"Russell, Smith and Gibson",Furniture,Petroleum Products,1967.67,5058.05,16422096.36,475.48
1296,1008,"Powell, Henderson and Jenkins",Chemicals,Cotton,4555.87,12041.44,32846371.56,1779.35
1297,1004,Saunders-Davis,Electronics,Plastic,186.74,423.53,1787282.59,34.82
1298,1010,"Wright, Leach and Harvey",Food Processing,Plastic,1506.36,1332.77,13826431.6,561.36
1299,1006,Dougherty Ltd,Furniture,Wheat,3136.4,5346.39,20488158.29,1057.63
1300,1008,Marsh-Dickerson,Textile,Wheat,1560.89,3524.46,6941136.58,295.51
1301,1003,Arias-Winters,Furniture,Glass,2179.35,1306.34,4561470.22,799.86
1302,1003,Watts-Blake,Automobile Parts,Petroleum Products,3167.35,6942.85,15388186.04,995.74
1303,1008,Burke-Schultz,Food Processing,Plastic,4001.98,3268.06,29294442.19,1877.09
1304,1007,"Perez, Rogers and Barrett",Pharmaceuticals,Cotton,1945.29,1468.9,18554880.11,274.08
1305,1006,"Lyons, Dyer and Rogers",Pharmaceuticals,Cotton,2893.94,6015.2,21270669.47,375.19
1306,1001,"Flynn, Lucas and Terrell",Textile,Petroleum Products,3824.9,6195.27,33997955.68,897.22
1307,1010,"Howell, Martin and Wright",Food Processing,Plastic,1922.02,4814.7,9812546.96,350.4
1308,1004,Alvarez-Johnson,Textile,Aluminum,1978.85,2171.66,9345492.77,591.87
1309,1004,Hicks-Thomas,Automobile Parts,Timber,3860.81,7609.13,6044740.37,881.4
1310,1003,Tate-Garcia,Textile,Aluminum,1372.25,2440.41,11907305.9,167.0
1311,1008,"Simpson, Wolf and Houston",Pharmaceuticals,Steel,1188.68,3271.74,6214766.74,256.98
1312,1009,"Frederick, Smith and Aguirre",Automobile Parts,Cotton,3718.38,9249.01,26425198.03,872.37
1313,1006,"Gaines, Jones and Reilly",Pharmaceuticals,Steel,424.09,759.06,1242030.46,207.87
1314,1006,Chandler and Sons,Automobile Parts,Timber,4521.86,9701.84,29444991.6,1224.96
1315,1003,Jensen Inc,Pharmaceuticals,Timber,3714.36,3992.57,6217676.56,488.13
1316,1002,Luna LLC,Furniture,Glass,934.41,1148.84,2703056.02,430.93
1317,1003,Young-Whitehead,Food Processing,Timber,408.74,1193.0,3820845.88,152.61
1318,1005,"Shannon, Young and Finley",Furniture,Steel,4297.36,10723.11,18933562.33,1192.08
1319,1000,Fuentes-Bowen,Food Processing,Cotton,939.27,1277.74,5979065.88,412.58
1320,1001,"Taylor, Reynolds and Cooper",Electronics,Glass,2668.02,5623.87,24606063.55,274.28
1321,1005,Kelley-Gibbs,Food Processing,Cotton,2582.4,4474.28,22687288.28,863.45
1322,1008,Cunningham Ltd,Automobile Parts,Steel,2779.13,6725.35,6711972.11,934.34
1323,1001,Smith-Ramirez,Automobile Parts,Plastic,4404.51,9624.07,25101067.08,1259.23
1324,1003,Tapia-Singleton,Electronics,Petroleum Products,1484.97,2417.35,12936727.93,214.03
1325,1003,Hopkins-Jacobson,Pharmaceuticals,Wheat,1476.25,2186.15,6411894.26,602.68
1326,1003,"Marshall, Walker and Stanton",Textile,Timber,1510.73,968.67,4246903.81,308.18
1327,1004,Scott-Flores,Automobile Parts,Petroleum Products,4057.39,3245.31,39548087.47,578.52
1328,1006,Owen Ltd,Chemicals,Glass,2598.24,5471.09,20795893.38,383.03
1329,1007,White PLC,Pharmaceuticals,Wheat,703.81,1806.64,4849713.83,254.03
1330,1005,Morgan-Morrow,Electronics,Wheat,3947.97,2533.97,8603444.96,1261.87
1331,1008,"Sawyer, Ayala and Hunter",Food Processing,Steel,467.49,1130.65,3652847.18,88.52
1332,1002,Young-Hernandez,Chemicals,Petroleum Products,4674.05,9466.97,9751084.88,1092.38
1333,1007,"Evans, Crawford and Henderson",Pharmaceuticals,Glass,4328.66,12306.73,10414432.1,2159.49
1334,1007,Lynn-Bates,Pharmaceuticals,Timber,3869.72,4859.34,5278024.13,1256.75
1335,1010,Bishop-Vaughn,Pharmaceuticals,Timber,4335.21,7795.91,19249491.77,941.79
1336,1005,Reynolds LLC,Chemicals,Cotton,3748.63,8848.3,33656702.69,1330.37
1337,1005,Mckinney-Hughes,Electronics,Wheat,496.49,255.31,2167024.59,184.86
1338,1001,Padilla Ltd,Furniture,Cotton,3675.1,8139.7,23602174.47,412.41
1339,1000,"Gonzalez, Martinez and Neal",Furniture,Timber,339.86,580.65,3237039.98,36.16
1340,1004,Martin Ltd,Pharmaceuticals,Petroleum Products,2538.39,3217.64,20607341.21,719.35
1341,1009,Caldwell LLC,Electronics,Wheat,1416.7,2243.14,2180091.14,255.51
1342,1007,Thompson-Thompson,Chemicals,Glass,1881.85,1542.48,11966284.99,406.1
1343,1008,James-Patel,Pharmaceuticals,Petroleum Products,4656.1,7541.27,26356464.37,1163.79
1344,1004,"Woods, Thomas and Young",Furniture,Timber,622.85,853.81,4781243.13,171.77
1345,1007,Mccarthy-Sosa,Pharmaceuticals,Petroleum Products,2656.24,7043.19,24441210.63,731.85
1346,1002,"Bailey, Kim and Jarvis",Automobile Parts,Aluminum,4340.51,3284.8,22696777.16,1639.01
1347,1001,Jones-Osborne,Chemicals,Timber,3879.22,10206.08,12362121.86,706.66
1348,1006,"Summers, Stevens and Montoya",Automobile Parts,Wheat,4785.11,3212.62,6328395.14,1209.25
1349,1001,"Taylor, Russell and Moore",Pharmaceuticals,Cotton,3627.8,7618.33,21202438.08,1401.59
1350,1002,Davis LLC,Electronics,Steel,596.17,585.15,893165.58,157.53
1351,1006,Brown-Grant,Textile,Timber,4718.36,11300.52,25205352.67,1651.72
1352,1001,Thompson-Miller,Pharmaceuticals,Aluminum,1189.95,2415.99,1779932.82,151.44
1353,1005,Hogan Group,Pharmaceuticals,Petroleum Products,1210.26,2387.82,4498782.56,563.52
1354,1004,Hernandez-Johnson,Chemicals,Plastic,3173.81,4805.85,10756640.57,601.08
1355,1007,Banks-Gomez,Automobile Parts,Timber,1952.04,4182.23,2607177.79,516.49
1356,1007,Boone LLC,Furniture,Cotton,516.68,1542.39,2211261.24,180.22
1357,1007,Anderson-Moore,Food Processing,Wheat,4103.56,3134.63,9404549.61,1642.34
1358,1001,Reid-Nelson,Furniture,Petroleum Products,149.8,155.33,744830.61,29.97
1359,1008,"Young, Mullins and Bond",Pharmaceuticals,Wheat,2594.64,4657.22,18514795.75,625.65
1360,1004,James-Alvarado,Textile,Aluminum,286.42,550.7,1173723.83,129.52
1361,1009,"Silva, Wilkerson and Young",Automobile Parts,Timber,1570.85,4148.51,13856360.48,203.28
1362,1010,Lucero and Sons,Automobile Parts,Steel,3578.6,8594.18,18716178.23,637.01
1363,1007,Smith-Dean,Electronics,Aluminum,2439.79,2715.51,23911061.14,501.48
1364,1009,Thompson and Sons,Pharmaceuticals,Plastic,3203.64,4374.08,18196422.15,1359.16
1365,1008,Allen Inc,Furniture,Aluminum,1496.18,2649.94,7293867.93,331.3
1366,1006,Hodges Inc,Food Processing,Timber,404.02,1112.5,585906.49,157.77
1367,1005,"Wilson, Morgan and Fowler",Chemicals,Plastic,1427.71,2622.24,14272399.17,457.77
1368,1001,Estrada-Floyd,Food Processing,Plastic,3179.45,5431.86,25861333.67,924.34
1369,1000,"Fields, Levy and Taylor",Electronics,Plastic,1682.82,988.76,8538327.88,470.16
1370,1005,Sweeney-Martinez,Food Processing,Plastic,1390.15,3776.66,3253759.01,498.46
1371,1004,"Davis, Lawrence and Haynes",Food Processing,Steel,1600.62,3167.51,14622939.4,240.03
1372,1002,Salazar Ltd,Electronics,Petroleum Products,3800.67,3667.89,34601032.13,784.92
1373,1008,Moore Group,Furniture,Cotton,910.05,2467.43,3371074.61,377.15
1374,1006,Thompson-Wilson,Food Processing,Petroleum Products,2915.25,2633.1,5598303.97,821.67
1375,1001,Lowery LLC,Automobile Parts,Wheat,454.94,756.86,3137212.48,96.18
1376,1007,Lawson Group,Chemicals,Glass,662.28,1508.89,2818447.28,314.74
1377,1002,Livingston Inc,Chemicals,Petroleum Products,2508.79,7224.74,2808434.31,985.44
1378,1008,Meyer Inc,Food Processing,Glass,2730.55,3974.44,24919061.01,372.1
1379,1003,"Guerrero, Leon and Andrade",Food Processing,Aluminum,871.07,1595.47,6743534.1,408.8
1380,1005,Burns and Sons,Textile,Cotton,1873.7,1506.12,13274421.6,190.87
1381,1004,Gonzales and Sons,Textile,Petroleum Products,3809.77,6878.61,30449606.53,602.35
1382,1010,Kennedy-Walker,Textile,Aluminum,1897.78,3308.69,14276830.06,288.2
1383,1008,Brown-Ayala,Textile,Timber,4647.83,4273.03,34583563.43,1974.1
1384,1010,"Hill, Porter and Jackson",Chemicals,Wheat,3499.66,4485.7,4208865.55,1711.49
1385,1009,Peterson-Jennings,Furniture,Cotton,1614.98,2202.89,13355521.88,665.86
1386,1001,"Dean, Sherman and Francis",Food Processing,Cotton,3775.06,4364.87,5537735.94,1176.7
1387,1007,Torres-Edwards,Pharmaceuticals,Glass,2485.96,5485.56,12544743.2,978.39
1388,1003,Lara PLC,Food Processing,Timber,3764.23,7985.38,30002691.18,1835.32
1389,1003,Calderon-Morton,Textile,Wheat,1637.76,2082.66,10424031.69,173.7
1390,1010,Mcfarland and Sons,Textile,Cotton,981.59,1446.29,6671987.0,221.42
1391,1000,Donovan and Sons,Furniture,Wheat,3339.09,2096.26,14089930.14,384.73
1392,1000,"Lawrence, Williams and White",Food Processing,Plastic,429.88,1177.57,4209016.29,88.51
1393,1003,"Phillips, Lee and Hill",Textile,Petroleum Products,511.22,298.84,2864281.58,131.36
1394,1007,"Goodman, Logan and Gomez",Chemicals,Glass,1222.29,3011.15,8194485.24,253.93
1395,1007,"King, Hatfield and Delgado",Textile,Cotton,91.97,216.67,917887.4,31.39
1396,1000,Brown-Walker,Food Processing,Aluminum,3494.26,8673.75,11820393.7,1299.8
1397,1001,Smith Group,Pharmaceuticals,Wheat,1280.71,1665.88,9323730.0,571.16
1398,1002,"Fisher, Munoz and Myers",Automobile Parts,Petroleum Products,267.74,221.18,692532.15,73.15
1399,1003,"Snow, Castillo and Ellis",Furniture,Glass,3311.38,1735.07,8350309.29,1324.52
1400,1009,Harris-Hudson,Textile,Glass,2721.9,5463.11,20567075.81,460.59
1401,1006,Castro and Sons,Chemicals,Wheat,4901.15,10144.05,16943498.01,2195.55
1402,1008,Glenn-Benjamin,Automobile Parts,Cotton,4029.96,11104.24,39698321.86,1357.01
1403,1008,"Arnold, Perez and Williams",Electronics,Wheat,2534.7,3122.56,14956204.98,604.6
1404,1000,Herrera Ltd,Electronics,Cotton,2298.54,2574.76,14103694.15,1113.68
1405,1006,Meyer-Collins,Textile,Cotton,1414.04,1698.34,13795840.01,460.0
1406,1008,Holland-Garcia,Food Processing,Aluminum,4999.75,6720.03,44632513.07,1322.31
1407,1003,"Moses, Henderson and Dawson",Electronics,Steel,1401.62,2478.49,3013239.95,198.16
1408,1004,Jordan-Gallagher,Electronics,Glass,3982.48,4085.17,4376085.95,977.52
1409,1005,"Davis, Ramirez and Morales",Furniture,Petroleum Products,4653.41,13544.48,12595321.7,1988.47
1410,1008,Allen-Fisher,Electronics,Plastic,4729.87,8029.85,45295793.48,945.85
1411,1002,Paul-Bernard,Electronics,Aluminum,1399.29,2935.05,10082156.75,647.09
1412,1003,"Williams, Riley and Curry",Automobile Parts,Timber,2691.3,6194.77,23121751.61,680.13
1413,1002,"Curtis, Hull and Mitchell",Automobile Parts,Plastic,350.31,649.53,488757.62,48.46
1414,1005,"James, Mcpherson and Wright",Pharmaceuticals,Aluminum,1577.9,1790.52,10186443.49,483.62
1415,1006,Marks and Sons,Textile,Aluminum,3240.71,2851.34,13919763.71,1381.83
1416,1006,Michael Ltd,Automobile Parts,Wheat,2057.85,2156.0,17037101.75,847.9
1417,1003,Campbell Inc,Furniture,Steel,3824.5,4236.91,7465064.82,1361.52
1418,1002,Aguilar-Martinez,Textile,Glass,471.62,529.18,2462790.36,220.3
1419,1010,Jarvis-Henry,Food Processing,Petroleum Products,4229.89,10770.13,29028796.82,1395.85
1420,1003,"Zimmerman, Arias and Williams",Electronics,Timber,3931.97,8652.79,4220949.82,1807.42
1421,1005,"Mills, Romero and Howard",Food Processing,Plastic,969.21,1189.88,6911140.48,370.92
1422,1007,King and Sons,Electronics,Glass,4078.61,2089.9,29967948.08,901.82
1423,1003,Lee-Roman,Textile,Cotton,1346.82,3997.86,9930341.37,532.81
1424,1007,"Greer, Anderson and Mcdonald",Electronics,Aluminum,696.75,1583.94,1855653.11,104.93
1425,1005,Fowler-Singh,Textile,Plastic,2229.08,5815.18,18294297.39,537.57
1426,1009,"Phillips, Baldwin and Garcia",Pharmaceuticals,Timber,506.36,1252.14,2439465.44,246.08
1427,1005,Rivera-Villegas,Automobile Parts,Plastic,1982.68,1948.27,5148942.32,529.43
1428,1009,Anderson Inc,Electronics,Aluminum,3073.01,8728.49,22029932.86,1132.15
1429,1004,"Webb, Schwartz and Butler",Textile,Timber,1230.79,2521.2,9912809.35,259.0
1430,1008,Hebert-Moore,Automobile Parts,Plastic,439.49,1164.2,4017206.22,104.86
1431,1005,Wagner Group,Chemicals,Glass,4890.27,12007.25,36239308.16,2259.49
1432,1007,"Maldonado, Snyder and Taylor",Chemicals,Cotton,4305.41,6275.28,12563422.83,1497.7
1433,1005,"Phelps, Buchanan and Martin",Textile,Timber,4295.59,8970.72,9657943.43,1591.68
1434,1003,"Madden, Knight and Gibbs",Electronics,Petroleum Products,133.01,83.27,698433.53,57.5
1435,1010,"Irwin, Jones and Sullivan",Pharmaceuticals,Petroleum Products,863.74,551.15,5275364.45,428.63
1436,1006,"Schultz, Rivers and Fields",Furniture,Cotton,4803.93,5124.1,13040876.32,2328.42
1437,1002,Gibson-Boyd,Pharmaceuticals,Timber,4559.08,4675.9,43683030.32,1053.64
1438,1007,Peters PLC,Food Processing,Plastic,1101.12,1493.37,3738312.11,272.33
1439,1004,"Walter, Wiley and Fields",Electronics,Wheat,3229.42,5014.44,24364570.45,796.97
1440,1009,Barrett PLC,Food Processing,Wheat,2428.95,6942.59,7337990.75,971.02
1441,1006,"Nunez, Willis and Clark",Chemicals,Timber,1611.04,4510.8,5049210.31,714.86
1442,1007,Greene-Nguyen,Pharmaceuticals,Plastic,1943.35,2526.34,15357176.46,443.66
1443,1008,Carter-Fleming,Food Processing,Cotton,3949.18,11601.56,34844212.64,1573.02
1444,1007,Williams LLC,Automobile Parts,Petroleum Products,2202.48,1965.82,16668901.35,1044.25
1445,1002,"Diaz, Perkins and Barrett",Furniture,Aluminum,1224.35,2714.29,7760801.35,311.12
1446,1001,"Davis, Sullivan and Pena",Textile,Petroleum Products,4896.52,13771.76,21856168.26,1256.37
1447,1008,"Powell, Thomas and Steele",Automobile Parts,Timber,2467.04,3608.65,8096976.74,465.76
1448,1003,Olsen Group,Food Processing,Petroleum Products,246.94,591.92,1274911.93,74.95
1449,1007,"Lara, Watson and Cook",Furniture,Glass,574.28,535.63,4018169.7,96.82
1450,1006,Wilkerson-Nguyen,Food Processing,Steel,3116.35,8368.47,11576520.01,1347.59
1451,1008,Ayala LLC,Automobile Parts,Aluminum,4592.6,8691.27,5205606.69,1051.0
1452,1008,Short-Douglas,Food Processing,Glass,2404.22,2556.92,4961535.74,562.73
1453,1008,"Warner, Pierce and Harris",Food Processing,Petroleum Products,3663.62,3840.76,32818359.54,1271.54
1454,1003,Wilson Ltd,Pharmaceuticals,Timber,3558.29,4724.86,3816675.27,771.5
1455,1006,Gates PLC,Automobile Parts,Wheat,2240.11,4416.7,9404021.98,451.55
1456,1005,Davis-Haynes,Pharmaceuticals,Timber,4309.11,2835.15,13882378.3,968.35
1457,1009,"Garcia, Underwood and Cooley",Chemicals,Steel,2330.17,4002.47,10819731.5,1058.99
1458,1010,Holt-Hooper,Chemicals,Timber,4974.62,14227.73,49177952.36,2412.54
1459,1007,"Mercado, Perkins and Cox",Electronics,Wheat,2046.27,3464.58,19512431.62,751.9
1460,1000,Vargas Group,Pharmaceuticals,Cotton,2424.77,3419.37,9791706.17,579.53
1461,1007,Jones-Weber,Pharmaceuticals,Aluminum,3202.54,2871.8,23272295.9,560.51
1462,1004,Horne-Clayton,Chemicals,Petroleum Products,3225.89,7783.05,7763152.55,1173.53
1463,1004,"Lewis, Ford and Watkins",Automobile Parts,Aluminum,908.72,924.92,2544482.72,374.25
1464,1007,Schneider and Sons,Textile,Petroleum Products,2459.91,5051.78,11614517.75,913.63
1465,1010,"Cox, Jordan and Gaines",Electronics,Glass,3285.52,1888.65,4187529.7,989.54
